root_tweet_id,conversation,pseudo_intent
2807286,"CUSTOMER: @117795 now the 3rd time my order hasn’t been delivered on time. what is going on with yall? this is ridiculous. https://t.co/3ZrTMqAsmQ

AMAZON: @317225 I'm so sorry for the delay! It looks like Tiffany is still on her way. Have you reported these experiences to our customer service team by phone or e-mail: https://t.co/iZmw91U127? ^ST

CUSTOMER: @AmazonHelp I did. she has been in that last location for over 40 minutes. and now she’s even further away! why the hell do you start charging a premium on delivery when the delivery aspect has become exceedingly less reliable?! https://t.co/ekVEvlZvy4

AMAZON: @317225 What information or options were we able to provide? Please keep us posted; we'd like to know this delivery is received. ^MV

CUSTOMER: @AmazonHelp she was SITTING IN FRONT OF MY APARTMENT and STILL didn’t deliver.

AMAZON: @317225 We'd like to ensure this is escalated further. If it's okay with you, please relay order specifics to us via this secure link, and we'll be in touch: https://t.co/1SyJJxuMiB ^MV",Delivery Issue
394533,"CUSTOMER: @115850 AMAZON IS BIG FRAUD WEBSITE PLZ DONT BUY ANY PRODUCT FROM AMAZON SHARE THIS POST TO SAVE YOURS AND YOURS FRIEND MONEY

AMAZON: @209472 That's quite a comment. Could you let us know what went wrong? We'd like to look into it. ^HD

CUSTOMER: @AmazonHelp brought ur prime membership after 2 days u block my cod option fuck off

AMAZON: @209472 We'd like to get this checked, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA

CUSTOMER: @AmazonHelp already done you haven't any options to resolve my query

AMAZON: @209472 Due o certain courier restrictions, we'll not be able to offer cash on delivery on all pincodes. (1/2) ^HD

AMAZON: @209472 I'll forward your feedback to the team concerned for review. (2/2) ^HD

CUSTOMER: @AmazonHelp loz it's not curier issues my friend have non prime ACC he can order why I can't this your fraud policy

AMAZON: @209472 Sorry for the trouble Amit. I'll surely pass on your feedback to the concerned team internally. ^HN",Payment / Billing
2744154,"CUSTOMER: Settimana del  #BlackFriday su #Amazon 👍😉 Dajeeeeee 😂😂😂 https://t.co/ofacZkt8Lh

AMAZON: @768581 Viaaaaa! 😂😂😂 ^EA https://t.co/Gjgdxxrsiw",Other / Unclear
1057959,"CUSTOMER: @115850 hey there, I have a little problem in placing my order 🙁

AMAZON: @369793 Apologies for the trouble. May I know the error you're facing while placing the order? 

Sakina | Amazon Customer Service",Other / Unclear
1562854,"CUSTOMER: 遂にAmazonプライム会員にしてしまった😅
とりあえず動画見まくろうかなぁ

AMAZON: @482672 (*´-`).｡oO（どうぞごゆっくり♪ なお、プライム・ビデオ以外にも特典がございますので、ぜひご活用くださいませ。 https://t.co/qjaFIyuJfK ）TN",Prime Membership
2970625,"CUSTOMER: Amazon took forever to ship my order 🤦🏾‍♂️

AMAZON: @819384 I'm sorry for the wait! We strive to provide the best customer service that we can and your feedback is important to us. We'd like your feedback here when you have a moment: https://t.co/VZEpLl1KPv Thanks! 
^MO",Delivery Issue
1413178,"CUSTOMER: I ordered a game from Amazon and it was supposed to get here today...
Now it's not coming till Friday
Can't wait for it to be delayed again

AMAZON: @448415 Oh no! Who is the carrier? You can find that here: https://t.co/Y5jpI9gRhE ^BA",Delivery Issue
1743899,"CUSTOMER: Which one is it? I still don't have my parcel! @AmazonHelp @115830 @126705 https://t.co/2EEUYpU25R

AMAZON: @147466 Sorry for the delay. As we don't have access to accounts here, please get in touch- https://t.co/JzP7hlA23B Keep us posted^TP",Delivery Issue
1144989,"CUSTOMER: @115821 guys you need a better system. Having huge trouble getting a refund. Used debit card. Can someone call me?  (818)516-5052

AMAZON: @389475 I'm sorry you're having a hard time! You can reach us here: https://t.co/hApLpMlfHN so that we can look into it together. ^EA

CUSTOMER: @AmazonHelp Its not working online. Is there I number I can call?

AMAZON: @389475 Certainly! You can reach us via phone at 1-866-216-1072. We look forward to hearing from you! ^VB",Return / Refund
273432,"CUSTOMER: アマゾンから届いてた(業務用サイズポテチの方は6袋入り) https://t.co/z4zQcoUJ0c

AMAZON: @181308 Amazonをご利用いただき、ありがとうございます🙏
大量ですね...!✨ YM",Other / Unclear
1570269,"CUSTOMER: Aun así los veo en la Mole Comic Con en el stand de @123813 , pasen a saludar :D

AMAZON: @484253 Hola Monch, ¿cómo te podemos ayudar? ^AZ

CUSTOMER: @AmazonHelp Me llevan café al stand :P porque va a estar cansado :P

AMAZON: @484253 😉 Claro. Va a ser una experiencia inolvidable, Monch 😌. ^LG",Other / Unclear
1054798,"CUSTOMER: @115850 quite disappointed with delivery service, after having prime membership&amp;item is prime eligible, still taking 5+ days to get item

AMAZON: @369231 Prime services offer free guaranteed delivery, however products will not be eligible for quicker delivery. ^RW",Prime Membership
1412545,"CUSTOMER: アマゾンの箱がお気に入り📦
坊たん😺 https://t.co/6by4e1xOMx

AMAZON: @448247 |ω・)ﾁﾗｯ.｡oO(癒されます....!!!😍😍) YM

CUSTOMER: @AmazonHelp ありがとうございます😊

AMAZON: @448247 こちらこそ、素敵な猫さまを見せていただきありがとうございます😊
これからも当サイトの箱を活用していただけましたら幸いです✨ YM

CUSTOMER: @AmazonHelp 引き続きお世話になります😸🤚 https://t.co/pfnCmMoFYK

AMAZON: @448247 カメラ目線いただきました(*´Д｀*)❤
こちらこそ、今後ともよろしくお願いいたします🙇 YM",Other / Unclear
2772047,"CUSTOMER: なんかAmazonから頼んでないものがきた https://t.co/qToJU88Jee

AMAZON: @774847 ご心配をおかけしております。注文履歴にも記載がなく、お心当たりのない商品が届いた場合、お調べいたしますので以下リンクよりカスタマーサービスにご連絡ください。https://t.co/J6YEizo6qC HM",Damaged / Wrong / Missing Item
971843,"CUSTOMER: アマゾンで本頼んでお届け予定日から2日過ぎてもまだ届いてないんだけど...3日前の早朝から追跡動いてないしどういうことーーー

AMAZON: @350545 ご心配をおかけしております。Amazon発送の商品についてはこちらからお問合せください。https://t.co/J6YEizo6qC 
出品者発送の商品の場合、出品者に直接ご連絡ください。https://t.co/bpqWb4Zbe4 MH",Delivery Issue
1146930,"CUSTOMER: @115821 playin’ me with “free same day”. Every time I go to check out it wants to charge me $5.99 but they all qualify!  @AmazonHelp

AMAZON: @389938 Hmm... are the items you're attempting to purchase being fulfilled by https://t.co/nUUp5MLhYl? ^MJ

CUSTOMER: @AmazonHelp 2 say fulfilled by amazon the other one says ships/sold by https://t.co/p1kyTQRKoy

AMAZON: @389938 Just to clarify; Are you presently a Prime member? If so, is it possible you have two accounts? ^EM

CUSTOMER: @AmazonHelp Yes! Only 1 account.

AMAZON: @389938 We're unable to access account info via twitter. Please contact us directly to explore options: https://t.co/76UvvbLj62 ^JF",Payment / Billing
1714269,"CUSTOMER: Estoy muy molesto con @116875... me mandaron mi Xbox one X con envío de 5-6 días... para qué pago amazon prime si no me lo respetan?

AMAZON: @193933 Por favor, envíanos la información utilizando este enlace: https://t.co/lFwwV5Aa8g para verificarlo de manera segura. ^VM",Prime Membership
930428,"CUSTOMER: @115830 is it best not to use Prime on a Saturday using @135993 ? If there's banking glitch, you don't advise that there'll be no delivery

AMAZON: @340719 Sorry for the trouble! Without providing account and personal information, could you tell us more details on the issue? We're here to help! ^VB",Delivery Issue
524291,"CUSTOMER: I think @115850 should not promote products with confusing offers like this.. Buy a phone for rupees 2899/- spend 6000/ on service provider- get 1500 discount and claim phone cost is 1399..  @115821 @115851 https://t.co/R3bv8bMVZR

AMAZON: @241211 I understand your concern regarding the offer on the product. Pricing and offers are the decision of the sellers. However, I've noted your comments and have forwarded your feedback internally so that they are aware of this issue. ^AH",Promotion / Gift Card / Credit
666185,"CUSTOMER: ぁあぃぁぁぁあぁぁぁあぁぁぁあ！！！届いたぁぃぁぁぁぁぁぁああぃぁぁぁぁぁあぁぁぁあ！！！
まってた！Amazon！ありがとう！Amazon！ https://t.co/zUhfePguAd

AMAZON: @278706 ｵﾁﾂｲﾃ＼(;ﾟ∇ﾟ)/
ご利用ありがとうございます✨ YM",Other / Unclear
2690663,"CUSTOMER: @115821 I love it when I my package is in my area then the driver parks outside my house sorts threw packages then drives off and customer service is useless @AmazonHelp

AMAZON: @756419 I'm sorry for the wait on your order. What delivery date and order status do you see here: https://t.co/Y5jpI9gRhE? ^AN

CUSTOMER: @115821 @AmazonHelp It’s tomorrow but I look on the tracker it said I was next he pulls up look threw packages then drives off

AMAZON: @756419 I hate to hear we've let you down, Alfie! Please keep us updated. We want to ensure your package arrives on time! ^CS",Delivery Issue
1576226,"CUSTOMER: @AmazonHelp First date given 12/10, next 16/10 failed by ur courier partner,that's ur business partner.

AMAZON: @485239 Sorry about the miss. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA",Delivery Issue
244076,"CUSTOMER: @115850 Return pick is not as per date schedule.
Unsatisfied with Amazon service.pin394601 __email__

AMAZON: @173981 Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public. (2/2)^AU

AMAZON: @173981 I'm sorry for the hassle. Please reach out to us at: https://t.co/vlvfJr4nN9 we'll check it for you. (1/2)^AU",Return / Refund
376817,"CUSTOMER: Yal I just opened me her album and my poster is missing wtffsfsgs, um excuse me, @115821 I want my money back wtf is this shit

AMAZON: @205401 I'm sorry for the trouble. Here are some options we have with regard to a replacement or exchange: https://t.co/r5y9aHyQ3S ^GM",Damaged / Wrong / Missing Item
2147976,"AMAZON: @346642 We're always looking to improve where we can. You can help us by sending your packaging feedback: https://t.co/if2I577VEe ^SK

CUSTOMER: Dear @115821. While I appreciate &amp; use your service often, may I suggest making better packaging decisions? My tiny little replacement battery did not need this large box &amp; bubble pack. A letter envelope would have sufficed. Thanks and I look forward to saving the planet w/ you. https://t.co/NGjQIgVshw",Other / Unclear
959302,"CUSTOMER: @AmazonHelp @118919 @115850 #thePatheticIndianSale #neverBuy #fakeAtoZ #PrimeCustomer #whyPayExtra https://t.co/votPMK9bLx

AMAZON: @347601 Sorry for the delay in delivery of your order. Please drop your details (1/2)^SQ

AMAZON: @347601 here: https://t.co/GIJyeYqKE0 so that we can get in touch with you. (2/2)^SQ",Delivery Issue
375562,"CUSTOMER: @115850  Selling the products with fake invoice and Not providing Orginal invoice with a serial number upon requesting.It's been 20 days

AMAZON: @205062 Sorry for the trouble with your order. I'd like to sort this out for you, kindly write to us here: https://t.co/GIJyeYqKE0.^SQ

CUSTOMER: @115850 I did that and no response from you guys.

AMAZON: @205062 If you've shared your details, you might have received an email from us. Please check here: https://t.co/8DAc10S7ww. ^HA

CUSTOMER: @AmazonHelp Did you get any update from the seller regarding the invoice with serial number.

AMAZON: @205062 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB

CUSTOMER: @AmazonHelp I have not received any update. Are you going to help me or you will be keep on asking the things.worst worst worst worst customer service.

AMAZON: @205062 We've sent a correspondence to your registered email address. Please check and revert. ^SQ

CUSTOMER: @AmazonHelp Please don’t respond with all these things. I did everything and I am not getting proper response that’s the reason I tweeted to amazon help

AMAZON: @205062 Please revert to the mail sent by our Social Media team for further assistance on this. ^AU

CUSTOMER: @AmazonHelp This is my order I’d 408-4132523-5241162
If I am not getting invoice with a serialnumberin 2days. I am going to file case in consumer affair

AMAZON: @205062 I've checked and see that we haven't received your details through the link provided earlier. Please share your 1/2 ^MK

AMAZON: @205062 details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. Please don't provide your order details, we 2/2 ^MK

AMAZON: @205062 consider it personal information. Our Twitter page is visible to public. 3/3 ^MK

CUSTOMER: @AmazonHelp I did this and no response.

AMAZON: @205062 If you've shared the required details on the link provided earlier you must have received an update from us. (1/2)",Order Management
